Project ID,Task ID,Corrections,Grammar,Spelling,Consistency,Comment,User
null,,,,,,,
,,,,,,,
,,,,,,"espaÃ±ol, MarÃ­a Moliner)\r\n5) â€œreencontrarlesâ€: sin espacio entre reencontrar y les \r\n6) Como no se encontrÃ³ una traducciÃ³n del francÃ©s al tÃ©rmino le celebret, se escribe con cursiva en la traducciÃ³n al espaÃ±ol.\r\n",
2882,null,4,3,3,3,"Also, ask to see a psychologist for a complete neuropsychological evaluation to rule out anxiety, depression, or other psychological stresses and to test for cognitive changes. (page 4)\r\nHowever, if you forget what keys are used for or how to unlock doors, you should see a psychologist for a complete assessment and/or speak with your primary health care provider. (page 7)\r\nA 'psychologist', not a 'psychiatrist'?",Minju Kim
2852,7359,4,3,4,4,"Check pages' structure (some sections seem to start in wrong spaces, like in the middle of the page). Good luck!",d.camasi
2882,null,5,5,4,5,null,trangnh516
2957,null,5,5,5,5,Well written and pleasant to translate.,Anne Jost
2958,7927,3,3,3,3,"am having difficulty with filling in the rating scales as I am blind and using a screenreader which will not work with them, but the overall quality of the file was very good, and there were few errors. ",mccarc15
2898,null,3,5,5,3,No spelling or grammar ,EmilieCalas
null,,,,,,,
,,,,,,,
,,,,,,"mistakes, but turn of phrases not always fluent.",
2887,7649,4,5,5,5,The source file was mostly free of any relevant errors. I just changed the wording for some phrases.,alaa.ramly
2928,7831,4,4,5,5,null,fmuelledes
2879,null,4,5,5,5,null,alaa.ramly
2953,null,5,4,5,4,null,ale.bentes
2954,null,5,5,5,5,null,Marina
2665,6705,3,3,4,3,"Proofreading notes (please send them to the translator)\r\n1) â€œApplication comes before understandingâ€: before significa ANTES (primero se practica algo, rasgo de un buen maestro, luego viene la explicaciÃ³n y la comprensiÃ³n).\r\n2) Cuidado con los diferentes significados de las palabras: â€œThe office is as close as the phone or emailâ€ se traduce por â€œla oficina estÃ¡ tan cerca como una llamada telefÃ³nica o un correo electrÃ³nico/emailâ€. No quiere decir que la oficina estÃ¡ cerrada!!\r\n3) â€œto get your hands dirtyâ€ tiene el equivalente exacto en espaÃ±ol: â€œensuciarse las manosâ€. â€œPoner las manos en la masaâ€ viene de otra frase â€œCon las manos en la masaâ€ que significa ser atrapado â€œin fragantiâ€, es decir justo cuando se estÃ¡ realizando algo malo, en inglÃ©s serÃ­a â€œto be caught in the actâ€ o â€œto be caught with the hand in the cookie jarâ€.",Jose Luis
null,,,,,,,
,,,,,,,
,,,,,,"\r\n4) En espaÃ±ol no existe la frase â€œhacer la diferenciaâ€, la cual es un calco del inglÃ©s. Pero sÃ­ tenemos â€œmarcar la diferenciaâ€.\r\n5) La abreviatura en inglÃ©s SSAM (small-scale agricultural model) tiene su equivalente en espaÃ±ol: MAPE (Modelo de agricultura a pequeÃ±a escala) por lo cual es correcto su uso aunque se aclare en parÃ©ntesis su versiÃ³n original en inglÃ©s.\r\n6) La expresiÃ³n â€œa punto de bajar los brazosâ€ tiene el equivalente espaÃ±ol mÃ¡s apropiado y natural de â€œdarse por vencidosâ€.\r\nâ€œCuando estaban a punto de bajar los brazos, Jack Keller, el experto en agua, los visitÃ³â€.\r\nMÃ¡s natural quedarÃ­a:\r\nâ€œCuando estaban a punto de darse por vencidos recibieron la visita de Jack Keller, el experto en aguaâ€.\r\n7) â€œTraitsâ€ significa rasgos no pruebas!!. â€œAlgunas pruebas de un maestro guÃ­aâ€ no se corresponde con el contexto que sigue a continuaciÃ³n donde se explican los rasgos principales de un buen maestro. â€œAlgunos rasgos de un buen maestroâ€ es una traducciÃ³n mÃ¡s acorde al texto, ya que â€œmaster teacherâ€ se refiere a los maestros que son muy ",
null,,,,,,,
,,,,,,,
,,,,,,buenos.\r\n8) â€œDebe poder ser capaz de decirâ€: es un calco del inglÃ©s y una redundancia en espaÃ±ol y por tanto innecesaria. Es mÃ¡s natural â€œD,
2871,null,4,3,5,4,null,alaa.ramly
2891,7692,3,3,3,3,"Es obligatario que otra persona verifique mi trabajo porque no he tenido mucho tiempo para revisar y corregirla, graciassss.\r\n\r\nMy work needs to be re-read and checked, I didn't have a lot of time to do it, thanks",xx-dani16-xx
2867,null,5,5,5,5,I did my best with the file!,solenzaro
2974,8004,3,3,3,3,Dear Ariana\r\nMany thanks indeed for doing this translation for us.\r\nkind regards\r\nBride Counihan,bride.counihan
2947,7896,4,5,5,3,The biggest difficulty was in regards to the style of the text. Religious Spanish texts are usually constructed in a very solemn and speech-like way. But I think it was very well translated and it had very few errors in general.,Laura Lorenzo
2864,7463,5,5,5,5,generally it is very good- I just edited only few parts to make them sound more natural!,Hyeji Yang
2882,7597,4,4,5,5,I edited some part to make them sound more natural and less passive like.,Hyeji Yang
2859,7411,5,4,5,4,null,Hyeji Yang
2931,7850,2,3,5,4,"I found 1 really bad translation ( ropa fresca, translated by reciÃ©n lavado !!!) and 2 mistranslations. The overall quality was ",laetitia.stie
null,,,,,,,
,,,,,,,
,,,,,,good. ,
2934,null,3,3,3,3,"If someone proof the document, I'd be really happy to have a copy of their changes to see what errrors I made. Thank you",laetitia.stie
2955,7909,5,5,5,5,null,Marina
2768,7074,3,2,1,1,null,nickedeu
2977,null,4,5,4,5,There are a few errors such as no space between words in the source file.,myfatetrulygreatalways
2977,null,4,5,4,5,"There are a few errors, such as no space between words in the original source file.\r\nChanged the price in Euro to Indonesia Rupiah (about the cigarette price so the situation would fit.)\r\nChanged the language in the image (about non-smoker face)",myfatetrulygreatalways
2956,null,5,5,5,5,null,w1506844
2772,7128,4,5,5,5,null,Shirley Martins
2970,null,4,4,5,5,"There were one or two incomplete sentences and one or two places where the verb tense didn't seem correct, but other than that, it was fine. ",Martha Webber
2873,7540,5,5,5,5,null,KAIDI RU
2968,null,1,5,2,1,null,csoukhavong
2920,7793,5,5,5,5,The translation itself is already great. Only adding a comma in the first sentence (last paragraph) so that it looks more proper.,myfatetrulygreatalways
2957,7919,5,5,5,5,High quality content.,EmilieCalas
2988,null,5,5,5,5,null,Eleanor Bridgwood
2772,7130,5,5,5,5,null,marisalf
null,,,,,,,
,,,,,,,
2903,null,3,5,5,4,There were a lots of mistakes in the translation of the Annex I. I almost had to translate one more time. It was very literal and some sentences didn't make sense in French.\r\n,perlegotranslations
2933,7855,5,5,5,5,Excellent translation done to a very high standard.,Maria
2972,8000,2,3,3,2,null,Cynthia
2413,null,3,3,3,3,"I submitted this translation but the organisation never replied to my queries, so I just translated as per my best judgement. Not sure how useful the translation will be at this point as this leaflet is for the months of January-February...",Marta Callava Linares
2772,7132,3,3,3,3,Thank very much for this work. \r\nCongratulations.\r\nAlberto Catalina from Alianza por la Solidaridad.,acatalina
2772,7121,3,3,3,3,Thank you for this work.\r\nCongratulations.\r\nAlberto Catalina from Alianza por la Solidaridad.,acatalina
2988,8080,5,5,5,4,null,Mila0702
2653,6612,3,3,3,4,"He puesto un comentario en la parte de \""MaÃ­z de campo\"", \""maÃ­z duro\"", ya que:\r\n\r\nHay dos tipos de almidÃ³n:\r\nAmilosa (molÃ©culas pequeÃ±as, compactas y ordenadas)\r\nAmilopectina (molÃ©culas grandes y no muy compactas)\r\n\r\nMe ha parecido un problema a la hora de traducir.",raul.hdez.fdez
2952,7903,3,5,5,5,"There were a few translation issues. Also, I am not sure ",saepenihil
null,,,,,,,
,,,,,,,
,,,,,,where some of the acronyms in English came from.,
2887,null,5,5,5,5,null,sergei.vasin
2884,null,5,5,5,5,null,sergei.vasin
2883,null,5,5,5,5,null,sergei.vasin
2956,7915,4,4,4,5,null,Marina
1802,null,3,3,3,3,The reference I have used to translate the file is http://www.specialolympics.it/index.php. Names left untranslated are based on this reference.,Monica
2814,7205,4,5,5,4,Â¡Muchas gracias!,ICAN
2814,7207,4,5,5,4,Â¡Muchas gracias!,ICAN
2814,7209,4,5,5,4,Â¡Muchas gracias!,ICAN
2814,7211,4,5,5,4,Â¡Muchas gracias!,ICAN
2814,7213,4,5,5,4,Â¡Muchas gracias!,ICAN
2401,5747,4,5,5,5,null,ICAN
2820,7270,4,5,5,4,Â¡Muchas gracias!,ICAN
2820,7272,4,5,5,4,Â¡Muchas gracias!,ICAN
2820,7274,4,5,5,4,Â¡Muchas gracias!,ICAN
2820,7276,4,5,5,4,Â¡Muchas gracias!,ICAN
2820,7278,4,5,5,4,Â¡Muchas gracias!,ICAN
2968,7988,5,5,5,4,Good translation.,EmilieCalas
2884,7627,5,5,5,5,null,Tatyana Johnson
2883,7613,5,5,5,5,null,Tatyana Johnson
2634,null,5,4,5,4,null,Shirley Martins
2680,6843,5,5,5,5,null,pavlos.kon
2970,7994,5,5,5,5,null,saepenihil
2891,7692,5,5,5,4,"I had some difficulties with the format and the references, but in general it was extremely well written.",tamsin.brown4
2995,8098,3,3,3,3,"Hallo Julie\r\nOnce again you have done a translation for us.  Thanks very much, I am very grateful.\r\nkind ",bride.counihan
null,,,,,,,
,,,,,,,
,,,,,,regards\r\nBride counihan,
2956,7911,3,5,5,3,"La mayorÃ­a de las correcciones han sido hechas para hacer la traducciÃ³n del texto mÃ¡s coherente.\r\n\r\nPor favor, revisen si el tÃ©rmino en el texto original \""featurettes\"" es correcto o deberÃ­a ser \""features\"" (caracterÃ­sticas), ya que no parece tener sentido en el contexto dado.\r\n\r\nOtro tÃ©rmino en el texto original es \""last-mile communities\"" que ha sido traducido literalmente como \""comunidades del Ãºltimo tramo\"", pero si es un tÃ©rmino figurativo, se deberÃ­a cambiar ya que la traducciÃ³n literal tampoco tiene mucho sentido en este contexto.\r\n\r\nEn el pÃ¡rrafo \""Housing and transport\"" se habla de \""open source design\"" pero no queda claro de quÃ© es el diseÃ±o, por lo tanto, ha sido traducido literalmente.\r\n\r\nSi me aclaran estos tres comentarios, yo misma puedo retocar la traducciÃ³n, si les parece que hace falta.\r\n\r\nSaludos, \r\n\r\nAmelia Garrido",Meli Malone
2634,null,3,3,3,3,null,Shirley Martins
2969,null,5,5,5,5,null,Matthew Lyons
2973,8002,5,5,5,5,Excellent translation.,Neus Adrian Pons
2870,null,3,3,3,3,null,alaa.ramly
null,,,,,,,
,,,,,,,
2933,7843,5,5,5,5,null,AgnÃ¨s Maillot
2987,null,3,3,3,3,"Only down side was that although it said it was a word document - it was actually jpegs inserted into a word document so it was more work to get the file into a usable standard for CAT tools.\r\n\r\nBut otherwise it was all ok, very technical (medical).\r\n\r\nPlease let me know if there are any queries.\r\n\r\nThanks\r\nAaron",aaronjdolman
2934,7858,2,4,3,4,null,evelinelamige
2994,null,5,5,5,5,null,Marina
2956,7913,5,5,5,5,Very well written and translated from English to French. French is clearly not this person's first language and so it was very well written.,balzac.lyon
2274,7762,4,4,5,3,"I have made many corrections in the source file. That doesn't mean that the translation was wrong at all the corrected spots. Actually there was no mistake in meaning of the translated text. Only problem in the source file was that the translated text didn't have natural flow of language, it did seem like a translated text; because it was like a word for word translation. I have tried to make corrections so that the translated text sounds like original Hindi text.",vikver2809
2884,7619,3,3,5,4,null,Arabicized.com
null,,,,,,,
,,,,,,,
2978,8032,4,4,5,5,"I corrected using American English, hopefully that is okay. Although I noticed many British terms.  I am more familiar with American English.\r\nthank you.",glorietranslations1
2997,null,5,5,5,4,"Consistency 4:  Please review numbering in \""atividade11\""\r\n",Shirley Martins
2997,null,5,5,5,4,"Consistency 4: Please review numbering in \""atividade 11\"".",Shirley Martins
2809,7183,2,3,5,3,There is still one line that is not in English.,rjsolomon
2992,8093,3,3,3,3,"Hallo Yellow Flower,\r\nMany thanks for doing this translation for us.  It is much appreciated\r\nkind regards\r\nBride Counihan",bride.counihan
2994,8097,3,3,3,3,Hallo Mariana\r\nMany thanks indeed for doing this translation for us.\r\nkind regards\r\nBride Counihan,bride.counihan
2993,8095,3,3,3,3,Dear Yellowflower\r\nMany thanks indeed for doing this translation for us.  It is much appreciated.\r\nkind regards\r\nBride Counihan,bride.counihan
2977,null,5,5,5,5,null,Poppy
2969,7992,4,4,4,4,null,patriciamediavillas
2889,7687,5,5,5,5,A good piece of translation. Only a couple of errors on punctuation and one word: fun.,bea.aramendia1
2976,null,5,5,5,5,null,debiasipablo
2970,7996,4,4,5,5,null,patriciamediavillas
2889,7685,3,3,3,3,Some unnecessary word repetitions,obrienvo
2809,7185,3,4,5,4,Best of luck with the program!,rjsolomon
null,,,,,,,
,,,,,,,
2771,7093,4,5,5,4,null,maria.gorini23
2990,null,3,3,3,3,There are 2 images in the original file for which i am not sure how to edit those images. It would be great if you can assist me.,shreshtha04
2978,8034,2,3,4,3,null,patriciamediavillas
2911,7755,5,5,5,5,The document did not require any corrections.,Charlotte S
3010,null,5,5,5,5,I changed the present tense Italian into past tense English: it reads better through past rather than present when translated!,Cecilia Lacombe
3009,null,4,5,5,5,null,sabrina_sb_chapman
3018,null,5,5,5,5,null,brebiai1993
2723,6925,5,5,5,5," There is no problem with the translation;however,translation of the term street farmer would sound unnatural to Turkish speaker,since it is not a common  usage among Turkish people.",cemorden
2687,null,5,5,5,5,null,Anna Heath
2910,null,3,3,3,3,"I have loved to be able to collaborate with this translation! It was really interesting.\r\nThe English transcription was a bit fuzzy at times, but I've tried my best. I hope to have been of help.\r\nBest regards!",mcampos
2274,null,5,5,5,5,null,pavlos.kon
2274,8130,3,5,5,3,null,Poppy
1689,null,5,5,5,5,null,Poppy
3022,8166,4,5,3,5,"The translation into Spanish is brilliant, however there were some minimal ",Juan Manuel Ribes-Lorenzo
null,,,,,,,
,,,,,,,
,,,,,,"orthographic mistakes, the overall was perfect. In my opinion, a professional translation.",
2989,null,4,4,4,4,Hope the translation is in order. ,lauracmassey
3022,8168,4,4,5,5,Overall source translation was good.\r\nAddressed some grammar and idioms.,Origami Translation
3025,null,4,4,3,4,null,m.adriana.pequeno
2982,null,3,3,3,3,null,amb0689
2910,7752,4,5,5,5,null,patriciamediavillas
1689,7774,4,5,5,3,null,Kyoko
2996,null,5,5,5,5,null,Marina
2873,null,3,4,5,3,null,Narek T.
3009,8123,3,4,5,5,null,Jessica Woodward
2980,null,5,5,5,5,"Quite easy, although if not provided with the original source page I would have had many more problems following the various steps, figures etc.",gab.alberti
2980,null,4,3,3,3,This translation was very fulfilling as I practised translating with HTML code. I got some help from the Spanish translation. I hope my translation will help this project. ,bernat.96
3041,8232,5,5,5,5,A really good text overall with very few grammatical errors.,Courtneydefr
2885,null,5,5,5,5,null,sergei.vasin
2979,null,5,5,5,5,null,Guillem QM
2401,null,5,5,5,5,null,pavlos.kon
2998,8105,3,5,5,3,null,ICAN
2983,null,4,5,4,5,null,bordas.mathilde
null,,,,,,,
,,,,,,,
3043,null,3,3,3,3,Nota 5  a todos los criterios.\r\n\r\nUn saludo.,uniquetradus
2963,null,3,3,3,3,so far the task make me impress,aimanawaludin
2979,null,5,5,5,5,It is a detailed and useful document for CCleaner users.,csoukhavong
1802,4146,5,5,4,5,null,alice.pascutti
3040,8224,3,3,5,5,null,Cecilia Lacombe
3041,8234,2,5,5,2,I was not able to complete the proofreading because of the lack of the original text file  (the one from Trommons was a different text),Laura Lorenzo
3042,null,5,5,5,5,null,Shirley Martins
3025,8187,2,2,2,3,null,Rita CÃ©lia Dini Carlberg - Translator
3038,null,5,5,5,5,null,Cristina Aguilera Cabezas
3039,null,5,5,5,5,null,Cristina Aguilera Cabezas
2885,7643,4,4,4,3,"The translation was quite good, I only made some word changes and improved the layout so it looks the same as the original. I hope the customer is happy with the result.",Laura Lorenzo
3014,8145,5,4,5,5,null,livvypaige3
2891,7692,4,5,5,1,"Was this OCRd from a PDF or something? The footnotes are all messed up so it was a bit awkward to deal with.\r\n\r\nInteresting subject though, glad I could help! :)",Katy Robinson
3026,8189,5,4,5,5,I would possibly inform the pizza graphic keys ,Vicente Silva
null,,,,,,,
,,,,,,,
,,,,,,"coulourÂ´s, so readers know what colour in the graphic keys correspond to.\r\nAlso, sentence: ""A Stop Hunger Now estÃ¡ procurando ativamente voluntÃ¡rios e parceiros para se juntarem Ã  nossa luta para acabar com a fome mundial e para embalar refeiÃ§Ãµes e entregar alimentos, auxÃ­lio essencial e suprimentos de auxÃ­lio em caso de desastre Ã s pessoas mais vulnerÃ¡veis do mundo."" seems to be very long. A more cohesive version could be: ""A Stop Hunger Now estÃ¡ procurando ativamente voluntÃ¡rios e parceiros que juntem-se Ã  nossa luta para acabar com a fome mundial. VoluntÃ¡rios que irÃ£o embalar refeiÃ§Ãµes e entregar alimentos, auxÃ­lio essencial e suprimentos de auxÃ­lio em caso de desastre, Ã s pessoas mais vulnerÃ¡veis do mundo."". Overall a lovely text. Well done and thank you.",
3020,8170,2,2,4,3,null,Natu
3014,8147,4,5,5,4,null,patriciamediavillas
3040,null,3,3,3,3,null,arzeo.manu
3038,null,3,3,3,3,null,arzeo.manu
3036,null,5,5,5,5,null,Shirley Martins
3060,null,4,5,5,5,A breeze to work on,neond123
2652,6610,2,3,4,4,null,Hande Sena ÃœN
1689,8236,5,5,5,5,null,pavlos.kon
null,,,,,,,
,,,,,,,
3040,8222,4,5,5,5,Only a few errors were modified. It was preety good written.,Francsico Garcia
3039,8220,3,5,5,4,null,sabrina_sb_chapman
3038,8216,5,5,5,5,null,javier.terroso
2977,8046,5,5,5,5,null,pavlos.kon
3043,8240,4,5,5,3,null,Jefferson Azevedo
3036,null,5,5,5,5,null,Shirley Martins
3051,8270,5,5,5,3,null,Jefferson Azevedo
3036,8209,3,3,5,3,"There were a few expressions changed to make the text more ""natural"" to Brazilian Portuguese, but nothing major overall.",Jefferson Azevedo
3049,null,3,3,3,3,null,Fabio M Caldas
3049,null,3,3,3,3,"Am I translating a file already translated from another language (i.e. English to Portuguese-Br)? Because if so it would be better to provide the real source file next time, every time actually. \r\n\r\nSome phrasal constructions were unusual, but I can't determine it without the actual source file. I am asking this because that wouldn't have any sense to evaluate the client's original file, right?\r\n\r\nAlso, let me know if this is not the right place to make all these comments; it is my first day working with Rosetta.\r\n\r\nRegards",Fabio M Caldas
2653,6627,2,2,2,2,null,patriciamediav
null,,,,,,,
,,,,,,,
,,,,,,,illas
2843,7335,4,5,1,2,"VERY formal German, partly logically inconsistent, in the German file. The English was a very mechanical translation, in many cases incomprehensible without the German original and grammatically incorrect (main verbs of sentences missing etc.). But anyway, proofreading and correcting it was fun.",ankewalter17
3015,8229,3,3,3,3,I had to make a number of corrections.,agent4change
2983,null,4,4,4,4,"Notes: the chapters have to be translated with the proper title that the translator in charge gave and, if I am not wrong, there were some problems with the number of the chapter and the title (like for example: ""Chapter 5"" and the title of ""Chapter 6""). There were some mistakes in the source text that I highlighted in one of my versions, if you want me to send you the mistakes I found just let me know: j.solerlozano@gmail.com",Judit
2977,8020,2,4,3,3,null,patriciamediavillas
2274,8139,1,4,5,5,null,VIETWORD
1689,8133,5,4,5,5,I just suggested some changes in the way some phrases were rendered to make them sound either more natural or closer to my understanding of the message conveyed in the source text. These are ,maarta.dz
null,,,,,,,
,,,,,,,
,,,,,,merely suggestions.,
3057,null,5,5,5,5,null,Hande Sena ÃœN
2274,8099,3,4,4,4,"Good translation, I enjoyed to revise it. I look forward to any future cooperation.",Lucie Maruniakova
3038,8214,3,4,3,3,null,angela-la90
3039,8218,5,4,5,4,null,Maria Heredero
3019,null,5,5,5,5,"No tranduci los imagenes, pero lo demas esta cumplido! Buena suerte con todos sus metas!",rjsolomon
3034,null,5,5,5,5,null,Shirley Martins
3059,null,5,5,5,5,Looks good.,Joel Hageman
3057,null,5,5,5,5,null,Hande Sena ÃœN
2722,6923,3,4,5,3,null,Hande Sena ÃœN
3034,null,5,5,5,5,null,Shirley Martins
2981,null,5,5,5,5,null,HealthTranslate (Silvia Di Profio)
3069,null,5,5,5,5,null,melita.isabella.cameronwood
2710,null,2,4,3,2,"Without his intonations, it was difficult, but I did interpret his words to the best of my ability. Good luck!\r\n",rjsolomon
2982,8066,3,3,3,3,"The writing wasn't too bad. A few spelling mistakes and grammar mistakes. In some parts, the ideas could have just been expressed in simple words. Still the translator did a good job.",wagmi2001
2761,null,5,5,5,5,null,Guillem QM
3059,8288,3,4,5,4,null,irina.lifszyc
null,,,,,,,
,,,,,,,
3070,null,3,3,3,3,Vease traducciÃ³n adjunta.,Meli Malone
2931,7844,5,5,5,5,Excellent translation. One of the best I've proofread so far. ,Maria
3019,null,4,5,4,5,null,laetitia.travostino
2971,7998,3,4,4,4,null,Hande Sena ÃœN
3070,8325,4,5,5,4,null,ICAN
3069,8323,3,4,5,4,"The translation was already rather good, particularly given the highly idiomatic and formal German pretext. I've added a few alternative suggestions and some remarks on editing (bold/italics etc.).",ankewalter17
2842,null,4,4,5,3,null,Isabelle Jans
3034,8205,3,3,3,3,The Portuguese language should have been treated with more care and attention.\r\nEnglish words should have been written the right way.\r\nSome words should be kept the way they are.\r\n\r\nRita CÃ©lia,Rita CÃ©lia Dini Carlberg - Translator
3015,8228,5,5,5,5,"Some words were together, i.e. ourstudiesare should be our studies are.\r\n\r\nEverything was updated.",Francsico Garcia
3015,8230,5,5,5,5,"Some words were together, i.e. ourstudiesare should be our studies are.\r\n\r\nEverything was updated.",Francsico Garcia
3048,8262,5,5,5,5,"Some words were togethers, i.e. idonotlike - i do not like.\r\n\r\nThose sentences were corrected.",Francsico Garcia
3048,8263,5,5,5,5,"Some words were togethers, i.e. idonotlike - i do not like.",Francsico Garcia
null,,,,,,,
,,,,,,,
,,,,,,\r\n\r\nThose sentences were corrected.,
3048,8264,5,5,5,5,"Some words were togethers, i.e. idonotlike - i do not like.\r\n\r\nThose sentences were corrected.",Francsico Garcia
2401,5750,2,3,4,3,null,Dimitra Kitridou
2982,8064,5,5,5,5,null,chiara.amato
2989,8082,4,4,4,3,"good translation, not too many corrections were necessary.",ankewalter17
3068,null,5,5,5,5,Professional text.  No problems.,Joel Hageman
3033,null,3,3,3,3,"Buenos dÃ­as, \r\nNo he podido traducir la sigla IGU. No sÃ© lo que significa. Lo siento.\r\nGood Morning,\r\nI could not translate the word IGU. I dont know what that means. I'm sorry. \r\nJanaÃ­na ",Janaina
3019,8157,2,2,4,3,null,irina.lifszyc
3007,null,3,3,3,3,"â€¢         pÃ¡gina 1, ve arriba sobre el cÃ­rculo naranja;\r\nâ€¢         pÃ¡gina 3, queda los restantes del texto espaÃ±ol despuÃ©s de ""values"" (alores) - por favor, quita eso;\r\nâ€¢         pÃ¡gina 4, ve arriba sobre el tÃ­tulo.\r\n",alba.pi.barris
3004,null,3,3,3,3,"â€¢         pÃ¡gina 1, el grÃ¡fico (el cÃ­rculo naranja) debe aparecer en inglÃ©s: ""AHORA TOCAâ€¦ el programa educativo de Ayuda en AcciÃ³n"" --> ""AHORA TOCAâ€¦ the educational programme by Ayuda en AcciÃ³n"";\r\nâ€¢         pÃ¡gina 3, falta un espacio en el primer pÃ¡rrafo para marcar el ",alba.pi.barris
null,,,,,,,
,,,,,,,
,,,,,,"empiezo de un nuevo pÃ¡rrafo, despuÃ©s de la frase ""as well as in Spain"";\r\nâ€¢         falta un punto despuÃ©s de ""women's rights"", tercer pÃ¡rrafo;\r\nâ€¢         se ha traducido Ahora Toca como algo diferente en el Ãºltimo pÃ¡rrafo: ""learn about the goals of 'Right Now'"" --> ""learn about the goals of 'Now it's your turn'"" para mantener la consistencia;\r\nâ€¢         falta un punto despuÃ©s de ""positive changes to their environment"" en la lista de la segunda columna;\r\nâ€¢         falta un espacio despuÃ©s de la palabra ""values"", su punto y la prÃ³xima oraciÃ³n, ""If you'd likeâ€¦"" en la Ãºltima frase de la pÃ¡gina;\r\nâ€¢         pÃ¡gina 4, el tÃ­tulo debe ser ""Index"" sin acento en la i.\r\n",
1802,null,5,5,5,5,null,pavlos.kon
3037,null,4,5,4,5,null,m.adriana.pequeno
2936,7862,3,5,5,5,null,bordas.mathilde
2886,8094,2,3,3,3,"Ciertos fallos en el texto, algÃºn caso de calcos y fallos gramaticales.",raul.hdez.fdez
3030,8197,3,3,3,3,The Portuguese translation was kind of confusing.\r\n\r\nRita CÃ©lia,Rita CÃ©lia Dini Carlberg - Translator
2931,7848,1,1,1,1,null,HanaS
2975,8008,2,2,3,2,"Ho effettuato la revisione del testo e ho riscontrato alcuni problemi nella traduzione, che esporrÃ² in questo commento. Le mie vogliono ",Arianna Zanghi
null,,,,,,,
,,,,,,,
,,,,,,"essere critiche costruttive, che spero verranno prese in considerazione e porteranno a nuovi spunti di riflessione. \r\nIn generale, ho notato parecchi typo (dovuti alla fretta o alla distrazione, ma che comunque non dovrebbero esserci) e la mancata traduzione delle parti tra gli asterischi, che invece dovevano essere tradotte (le istruzioni indicavano che solo le parti in HTML dovevano essere lasciate in inglese). \r\nPiÃ¹ nello specifico, invece:\r\n- in parecchi casi ho dovuto controllare il testo originale per capire quale fosse il concetto espresso. In alcuni casi, infatti, la traduzione era troppo letterale (""digitando per errore nellâ€™URL sbagliato da **COMODO Secure DNS Servers** si attiverÃ  un messaggio simile al seguente"") o erano stati fatti calchi dall'inglese (""case-by-case basis"" - in base al caso) e la versione in italiano non trasmetteva correttamente il messaggio. In altri casi, la traduzione era comunque comprensibile, ma troppo calcata sull'inglese (""end up being framed"" - potete finire per essere incastrati).  \r\n- erano presenti alcuni errori di senso (alternative PER Microsoft Windows, non a ",
null,,,,,,,
,,,,,,,
,,,,,,"Microsoft Windows). \r\nSegnalo inoltre alcuni problemi per quanto riguarda l'italiano, a cui Ã¨ necessario fare attenzione:\r\n- i forestierismi si usano sempre al singolare (Hacker, non hackers. Lo stesso vale per forum, file, firewall, web crawler, spider);\r\n- ""sebbene"" regge il congiuntivo, non l'indicativo;\r\n- l'uso della d eufonica dovrebbe essere limitato ai casi di incontro della stessa vocale;\r\n- ""nÃ©"" vuole l'accento acuto, non grave.\r\n- le concordanze tra soggetto e verbo e tra maschile femminile (dovute probabilmente a disattenzione).\r\nVorrei segnalare infine due problemi ricorrenti di traduzione dall'inglese all'italiano:\r\n- La traduzione di ""BOTH this and that"" Ã¨ ""SIA questo SIA quello"", non ""ENTRAMBI questo e quello"".  \r\n- ""However"" si traduce s",
3060,8294,2,1,2,1,null,HanaS
2983,8072,2,4,4,3,"In this guide, some sentences are too long and can be simplified or shortened so that the reader, in this case a user, can easily understand the written instructions. It is a technical document so you must use a simple, concise and straightforward style to ",csoukhavong
null,,,,,,,
,,,,,,,
,,,,,,"translate this document.\r\nSpelling, grammatical and typographical errors are corrected. HTML code modified in the translated file, in particular URLs, must be maintained, so it is restored as it was in the original file.",
1802,4156,3,3,3,3,Corrections \r\n5\r\n\r\nGrammar\r\n5\r\n\r\nSpelling\r\n5\r\n\r\nConsistency\r\n5,ganeshwriters
1801,null,5,5,5,5,null,Poppy
3100,null,4,5,5,5,"***Pour Info- C'Ã©tait marquÃ© dans le fichier que c'est pour ""le 26 juin 2016"" alors que votre site web dit que votre rencontre aura lieu en 2015, et je ne pense pas que cette traduction serait urgent si c'Ã©tait pour l'annÃ©e prochaine. Il faut peut-Ãªtre changÃ© cette information s'il se trouve que c'est un erreur. ",Martha Webber
3037,8211,5,5,5,5,null,Fabio M Caldas
3100,null,1,1,1,1,"Wrong date. It's June, 26th 2015 and not 2016\r\nMauvaise date. C'est le 26 juin 2015 et pas 2016\r\nFalsa fecha. Es el 26 de Junio de 2015, no de 2016",HanaS
2842,7344,1,3,2,2,null,hamelink.esther
2357,5675,5,5,5,5,null,Marina
3057,8282,3,3,3,3,null,kahraman
2975,null,5,5,5,4,null,eloise.sattler
2959,null,3,3,3,3,null,Xhoni Veri
null,,,,,,,
,,,,,,,
3100,8424,3,3,3,3,"This comment is for the company to which the document belongs. I changed the word ""deepen"" in the thrid paragraph, fourth line to ""enhance,""  If they choose to except that or not is up to them, It was a personal opinion. The term enhance just flows better...\r\n\r\nthank you.",glorietranslations1
3058,8331,5,4,5,4,null,Shirley Martins
